Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price_INR_Lakhs,Mileage_km_kg,Power_bhp,Car_Age
Pune,68865,Diesel,Manual,First,5,480000.0,15.11,103.6,5
Pune,71000,Diesel,Manual,Second,5,450000.0,25.8,98.6,5
Kolkata,25000,Diesel,Manual,First,5,395000.0,22.9,74.0,5
Hyderabad,180000,Diesel,Manual,First,5,365000.0,20.5,103.5,7
Mumbai,131000,Diesel,Automatic,First,5,1000000.0,11.0,198.5,14
Delhi,65000,Diesel,Manual,Second,8,400000.0,12.05,120.0,8
Hyderabad,117777,Diesel,Manual,First,5,475000.0,21.64,84.8,7
Bangalore,65000,Petrol,Manual,Second,5,310000.0,17.5,85.8,10
Kochi,46897,Petrol,Manual,First,5,361000.0,21.1,55.2,2
Coimbatore,36695,Petrol,Manual,First,5,429000.0,19.4,86.8,4
Kolkata,43000,Petrol,Manual,First,5,213000.0,18.06,75.0,8
Mumbai,54000,Petrol,Manual,First,5,110000.0,19.7,46.3,11
Hyderabad,89000,Diesel,Automatic,First,5,1395000.0,22.69,190.0,8
Mumbai,7000,Petrol,Manual,First,5,535000.0,16.47,74.0,5
Hyderabad,58470,Petrol,Manual,First,5,390000.0,23.1,67.04,5
Kolkata,37000,Petrol,Manual,First,5,280000.0,21.5,81.8,5
Mumbai,29000,Diesel,Manual,First,5,875000.0,26.21,88.5,3
Hyderabad,52000,Diesel,Automatic,First,5,1950000.0,16.55,147.51,6
Kolkata,32807,Petrol,Manual,First,5,275000.0,19.4,86.8,6
Hyderabad,86000,Diesel,Automatic,First,8,800000.0,11.79,120.0,6
Delhi,66500,Diesel,Manual,First,5,570000.0,26.0,98.6,5
Ahmedabad,94000,Diesel,Automatic,First,5,1250000.0,17.05,184.0,7
Chennai,29000,Petrol,Manual,Second,5,175000.0,18.0,62.0,8
Chennai,107389,Diesel,Manual,Second,5,190000.0,20.0,68.0,9
Ahmedabad,36100,Petrol,Manual,First,5,450000.0,20.4,81.8,4
Mumbai,16329,Diesel,Automatic,First,5,3030000.0,19.27,170.0,4
Hyderabad,36000,Diesel,Automatic,First,5,1600000.0,19.3,141.0,5
Kochi,41816,Diesel,Automatic,First,5,3278000.0,18.56,190.0,2
Jaipur,54680,Petrol,Manual,First,5,250000.0,21.1,55.2,4
Hyderabad,14000,Diesel,Automatic,First,5,4300000.0,18.25,187.74,2
Kochi,23977,Petrol,Manual,First,5,538000.0,18.16,86.8,2
Hyderabad,30131,Petrol,Manual,First,5,265000.0,20.92,67.1,6
Hyderabad,2530,Petrol,Manual,First,5,330000.0,24.7,47.3,2
Hyderabad,39000,Diesel,Automatic,First,5,3400000.0,19.27,167.62,4
Chennai,140000,Petrol,Manual,Third,5,70000.0,20.3,68.0,18
Kochi,32257,Diesel,Manual,First,5,683000.0,24.4,71.0,2
Kochi,46983,Diesel,Manual,First,5,577000.0,25.8,98.6,3
Chennai,107000,Diesel,Manual,Second,5,310000.0,17.8,75.0,11
Mumbai,19000,Petrol,Manual,First,5,495000.0,16.2,74.0,2
Bangalore,88000,Diesel,Automatic,First,5,1625000.0,17.11,174.33,6
Coimbatore,84384,Diesel,Automatic,First,7,5254000.0,10.2,308.0,7
Chennai,128000,Diesel,Manual,Third,7,640000.0,16.0,140.0,8
Bangalore,71000,Diesel,Manual,Third,7,695000.0,13.1,141.0,8
Kolkata,50000,Diesel,Manual,First,5,85000.0,17.2,53.5,11
Chennai,16000,Petrol,Manual,First,5,695000.0,21.4,83.1,3
Kolkata,82000,Diesel,Manual,First,5,345000.0,24.4,71.0,2
Delhi,80000,Petrol,Manual,First,5,275000.0,13.5,130.0,11
Delhi,36000,Petrol,Manual,Second,5,495000.0,18.6,81.83,4
Coimbatore,17477,Petrol,Manual,First,5,962000.0,17.0,108.5,1
Coimbatore,16725,Petrol,Manual,First,5,679000.0,18.6,81.83,3
Mumbai,48241,Petrol,Manual,First,5,450000.0,19.1,85.8,5
Kochi,52431,Petrol,Manual,First,5,301000.0,22.5,67.04,5
Bangalore,68000,Diesel,Manual,First,5,440000.00000000006,21.9,88.76,7
Hyderabad,158000,Diesel,Automatic,First,7,1748999.9999999998,12.55,168.5,7
Coimbatore,31446,Petrol,Manual,First,5,466000.0,20.36,78.9,5
Chennai,25000,Petrol,Manual,First,5,550000.0,18.9,82.0,4
Ahmedabad,57000,Petrol,Manual,First,5,600000.0,18.6,81.83,3
Kochi,57078,Diesel,Manual,First,5,1019000.0,24.3,88.5,1
Kochi,47471,Diesel,Manual,First,5,525000.0,25.8,98.6,3
Hyderabad,50000,Diesel,Automatic,First,5,4500000.0,15.26,203.2,5
Ahmedabad,62000,Diesel,Manual,First,5,270000.0,23.0,90.0,9
Coimbatore,65807,Petrol,Manual,First,5,339000.0,19.81,68.05,6
Hyderabad,81768,Diesel,Manual,First,5,569000.0,26.59,74.0,5
Kochi,9952,Petrol,Automatic,First,2,5854000.0,10.37,306.0,1
Hyderabad,24000,Diesel,Manual,First,5,840000.0,27.39,74.0,2
Hyderabad,72921,Diesel,Manual,First,5,250000.0,25.44,57.6,7
Pune,59000,Petrol,Manual,First,5,325000.0,19.4,86.8,7
Mumbai,33000,Diesel,Manual,Second,5,325000.0,20.0,68.05,5
Pune,36789,Petrol,Automatic,First,5,425000.0,23.1,67.04,3
Jaipur,41000,Diesel,Automatic,First,5,1850000.0,14.84,170.0,5
Jaipur,46650,Petrol,Manual,First,5,425000.0,19.4,86.8,4
Mumbai,3000,Petrol,Automatic,First,5,885000.0,21.4,83.1,1
Coimbatore,14799,Petrol,Manual,First,5,414000.0,21.1,55.2,5
Hyderabad,68525,Diesel,Manual,First,5,700000.0,23.0,90.0,4
Hyderabad,15000,Diesel,Automatic,First,7,3300000.0,10.91,197.0,1
Ahmedabad,29000,Petrol,Manual,First,5,1000000.0,17.4,117.3,2
Kochi,77407,Diesel,Manual,Second,5,353000.0,21.5,88.8,7
Jaipur,118000,Petrol,Manual,First,5,135000.0,12.9,102.5,12
Delhi,75000,Diesel,Manual,First,5,450000.0,20.54,103.6,6
Pune,69000,Petrol,Manual,First,5,490000.00000000006,16.8,116.3,7
Kochi,52553,Diesel,Manual,First,5,1226000.0,19.67,126.2,3
Mumbai,58000,Diesel,Manual,Second,5,399000.0,24.4,71.0,5
Mumbai,24000,Diesel,Automatic,First,5,4695000.0,17.9,170.0,2
Hyderabad,65542,Diesel,Manual,First,5,380000.0,20.0,68.0,4
Ahmedabad,68008,Diesel,Manual,Second,5,675000.0,15.0,105.0,6
Coimbatore,22251,Diesel,Manual,First,7,875000.0,18.49,100.0,2
Chennai,55000,Petrol,Manual,Second,5,520000.0,15.8,110.0,6
Kochi,19387,Petrol,Manual,First,5,842000.0,17.1,121.3,2
Pune,58000,CNG,Manual,First,5,300000.0,26.6,58.16,5
Mumbai,24001,Petrol,Manual,First,5,575000.0,18.6,81.83,3
Kolkata,17000,Diesel,Automatic,First,5,975000.0,15.2,140.8,11
Delhi,28500,Petrol,Manual,First,5,350000.0,19.49,67.04,4
Jaipur,66000,Diesel,Automatic,First,5,3000000.0,15.26,203.2,5
Delhi,22000,Diesel,Automatic,First,5,3500000.0,12.83,147.5,2
Coimbatore,44383,Petrol,Manual,First,5,1325000.0,15.8,121.3,1
Mumbai,45000,Diesel,Manual,First,5,365000.0,20.5,103.5,6
Jaipur,58000,Diesel,Manual,First,5,525000.0,23.4,74.0,4
Delhi,69000,Petrol,Manual,First,5,970000.0,15.8,121.3,3
Coimbatore,60993,Diesel,Manual,First,5,521000.0,24.0,70.0,2
Pune,67000,Diesel,Manual,First,7,630000.0,18.49,100.0,3
Kochi,51134,Diesel,Manual,First,5,472000.0,24.0,70.0,5
Chennai,55000,Diesel,Automatic,Second,5,2800000.0,11.7,245.0,8
Coimbatore,25082,Diesel,Automatic,First,5,836999.9999999999,28.4,73.75,1
Delhi,68350,Diesel,Manual,First,7,1400000.0,12.55,168.5,7
Hyderabad,50000,Diesel,Automatic,First,5,3600000.0,17.68,174.33,4
Pune,97000,Diesel,Manual,First,5,640000.0,27.3,98.6,4
Coimbatore,56238,Diesel,Automatic,First,7,5169000.0,11.33,335.2,4
Jaipur,72618,Diesel,Manual,First,7,800000.0,12.05,120.0,5
Hyderabad,62005,Diesel,Manual,First,5,980000.0,18.3,147.9,7
Hyderabad,61250,Diesel,Manual,First,5,270000.0,25.44,57.6,7
Coimbatore,28469,Diesel,Automatic,First,5,2437000.0,18.25,187.74,5
Kochi,21488,Petrol,Automatic,First,5,972000.0,14.3,103.52,1
Pune,197000,Diesel,Manual,First,5,500000.0,23.4,74.0,5
Pune,138205,Diesel,Manual,Second,7,1050000.0,11.5,171.0,10
Jaipur,160000,Diesel,Manual,Second,5,390000.0,22.9,74.0,7
Coimbatore,67590,Petrol,Manual,First,5,565000.0,17.0,118.0,7
Mumbai,52000,Diesel,Automatic,First,5,2995000.0,15.26,203.2,7
Bangalore,100000,Diesel,Manual,Second,5,300000.0,17.8,75.0,11
Kolkata,60048,Diesel,Manual,First,5,600000.0,26.1,99.0,2
Mumbai,48000,Petrol,Manual,First,5,211000.0,20.36,78.9,10
Jaipur,100000,Petrol,Manual,First,5,150000.0,19.7,46.3,8
Bangalore,80010,Petrol,Manual,Second,5,285000.0,20.4,81.8,13
Coimbatore,26493,Diesel,Automatic,First,5,3364000.0,19.27,170.0,2
Hyderabad,96000,Diesel,Manual,Second,5,91000.0,17.88,52.8,8
Jaipur,45700,Petrol,Manual,Second,5,242000.0,22.74,47.3,5
Kolkata,13000,Petrol,Automatic,First,5,325000.0,9.3,193.1,14
Kolkata,38000,Petrol,Manual,First,5,280000.0,16.47,73.9,6
Coimbatore,8018,Petrol,Automatic,First,5,830000.0000000001,22.0,81.8,0
Bangalore,144400,Diesel,Manual,Third,8,525000.0,12.05,120.0,9
Jaipur,152000,Diesel,Manual,First,5,290000.0,17.8,75.0,9
Pune,71000,Diesel,Automatic,First,5,1500000.0,18.88,184.0,6
Jaipur,80000,Petrol,Manual,Second,4,53000.0,25.4,37.5,7
Mumbai,87143,Diesel,Manual,First,8,1250000.0,12.99,100.0,5
Mumbai,25000,Petrol,Manual,First,5,275000.0,18.4,86.8,7
Pune,2000,Petrol,Automatic,First,5,500000.0,23.84,83.83,1
Kochi,45239,Diesel,Manual,First,8,709000.0,12.05,120.0,5
Hyderabad,101999,Diesel,Automatic,First,5,1999000.0,16.73,218.0,8
Mumbai,74219,Diesel,Manual,First,5,1075000.0,21.43,87.2,5
Mumbai,25000,Petrol,Automatic,First,5,945000.0,18.0,117.3,3
Hyderabad,109606,Diesel,Manual,First,5,290000.0,22.0,126.2,11
Kolkata,36000,Diesel,Manual,First,5,470000.0,26.59,74.0,4
Coimbatore,41810,Petrol,Manual,First,5,711000.0,20.73,91.1,3
Jaipur,93321,Diesel,Manual,First,5,625000.0,22.7,89.84,5
Hyderabad,81000,Petrol,Manual,First,5,220000.00000000003,20.92,67.1,8
Kochi,25717,Petrol,Automatic,First,5,886000.0,19.0,88.76,0
Delhi,37000,Diesel,Manual,First,7,930000.0,15.1,140.0,4
Coimbatore,56380,Diesel,Manual,First,7,757000.0,18.49,100.0,2
Chennai,8000,Petrol,Manual,First,5,790000.0,18.2,88.7,2
Kochi,14589,Petrol,Manual,First,5,565000.0,16.1,88.2,1
Delhi,65088,Petrol,Manual,First,5,325000.0,16.47,73.9,6
Coimbatore,24864,Diesel,Manual,First,5,1627000.0,20.5,126.2,0
Coimbatore,64831,Petrol,Manual,First,5,321000.0,18.6,79.4,8
Kolkata,38001,Diesel,Manual,First,5,390000.0,25.8,98.6,6
Mumbai,77000,Petrol,Automatic,Second,5,650000.0,10.0,157.7,11
Hyderabad,27000,Diesel,Automatic,First,5,4800000.0,18.59,265.0,3
Mumbai,39000,Diesel,Automatic,First,5,1890000.0,20.38,143.0,3
Pune,131000,Diesel,Manual,First,5,360000.0,26.59,74.0,4
Kolkata,43000,Diesel,Manual,First,5,550000.0,26.59,74.0,4
Pune,68000,Diesel,Manual,Second,7,700000.0,12.8,102.0,8
Bangalore,45165,Diesel,Automatic,First,5,4175000.0,16.09,184.0,3
Hyderabad,120000,Diesel,Automatic,First,5,1050000.0,16.73,218.0,12
Coimbatore,86091,Diesel,Manual,First,7,1009000.0,15.1,140.0,5
Delhi,71499,Petrol,Manual,First,5,300000.0,17.0,118.0,10
Chennai,50000,Diesel,Manual,First,7,1200000.0,17.0,139.01,5
Jaipur,66000,Diesel,Manual,First,5,491000.0,20.14,88.0,4
Kolkata,45000,Petrol,Manual,First,5,200000.0,16.0,90.0,9
Hyderabad,69189,Diesel,Manual,First,5,530000.0,23.59,67.06,4
Mumbai,40206,Diesel,Manual,First,5,722000.0,19.01,108.5,5
Kochi,36723,Diesel,Automatic,First,5,3257000.0,18.56,190.0,2
Mumbai,57500,Petrol,Manual,First,5,275000.0,18.5,80.0,9
Kochi,43912,CNG,Manual,First,5,433000.0,15.1,73.0,1
Hyderabad,52000,Diesel,Manual,First,5,375000.0,17.8,68.0,8
Kochi,60952,Petrol,Automatic,First,5,591000.0,16.8,118.0,5
Chennai,87192,Diesel,Manual,First,5,435000.0,25.2,74.0,6
Delhi,58000,Diesel,Manual,First,5,325000.0,24.0,70.0,5
Pune,59500,Diesel,Automatic,First,7,6800000.0,14.75,245.0,2
Mumbai,16650,Petrol,Manual,First,5,550000.0,17.0,74.0,3
Kochi,34696,Petrol,Automatic,First,5,1208000.0,18.0,117.3,1
Kochi,42243,Diesel,Manual,First,5,748000.0,27.39,74.0,1
Jaipur,57824,Diesel,Manual,First,5,550000.0,24.0,70.0,3
Jaipur,110000,Diesel,Manual,First,5,350000.0,19.3,73.9,8
Delhi,72000,Diesel,Automatic,First,5,1550000.0,0.0,115.0,6
Hyderabad,63455,Diesel,Manual,First,7,1900000.0,11.5,171.0,6
Hyderabad,17151,Diesel,Manual,First,5,840000.0,27.3,98.6,2
Pune,31001,Diesel,Manual,First,5,725000.0,24.3,88.5,3
Kolkata,42109,Diesel,Manual,First,5,425000.0,23.4,74.0,5
Delhi,55000,Diesel,Automatic,Second,5,570000.0,21.66,103.52,4
Hyderabad,46000,Diesel,Automatic,Second,5,2600000.0,0.0,115.0,6
Hyderabad,30852,Petrol,Manual,First,5,249000.00000000003,22.74,47.3,6
Pune,65000,Petrol,Manual,Second,5,300000.0,16.47,73.9,8
Delhi,65000,Diesel,Manual,First,5,595000.0,26.0,98.6,4
Delhi,72000,Diesel,Manual,First,5,269000.0,23.4,74.0,6
Bangalore,29000,Diesel,Automatic,First,5,2600000.0,17.11,174.33,5
Kolkata,32000,Petrol,Manual,First,5,550000.0,17.8,117.3,4
Chennai,29875,Petrol,Manual,First,5,485000.0,18.16,86.8,3
Kochi,32539,Diesel,Manual,First,5,839000.0,24.3,88.5,1
Hyderabad,83090,Diesel,Manual,First,5,799000.0,19.01,108.45,4
Hyderabad,62679,Diesel,Manual,First,5,695000.0,21.19,88.73,3
Mumbai,93000,Petrol,Manual,First,5,150000.0,15.7,75.0,9
Mumbai,44000,Petrol,Manual,First,5,155000.0,17.7,78.0,13
Bangalore,78400,Petrol,Manual,Second,5,275000.0,15.6,70.0,9
Mumbai,71300,Petrol,Manual,First,5,425000.0,13.06,102.53,5
Kolkata,18000,Petrol,Manual,First,5,285000.0,20.36,78.9,4
Coimbatore,24013,Diesel,Automatic,First,7,5614000.0,12.81,148.31,0
Ahmedabad,99100,Petrol,Automatic,Second,5,1000000.0,9.74,208.0,10
Mumbai,62000,Petrol,Manual,Second,8,125000.0,11.3,83.1,16
Kolkata,14000,Diesel,Manual,First,5,750000.0,26.59,74.0,2
Coimbatore,44811,Diesel,Automatic,First,5,2581000.0,17.11,174.33,4
Ahmedabad,44000,Petrol,Manual,First,5,430000.0,16.47,74.0,5
Chennai,136000,Diesel,Manual,Second,7,1100000.0,11.5,171.0,9
Jaipur,144113,Diesel,Manual,Second,7,1175000.0,11.5,171.0,9
Coimbatore,94989,Petrol,Manual,First,5,658000.0,12.8,177.6,7
Chennai,58133,Diesel,Manual,First,5,480000.0,22.9,74.0,7
Pune,61000,Petrol,Manual,Second,5,165000.0,17.5,70.0,11
Kolkata,27000,Diesel,Manual,First,5,1500000.0,17.1,170.0,2
Ahmedabad,18050,Petrol,Manual,Second,4,100000.0,25.4,37.5,5
Hyderabad,145277,Petrol,Manual,First,5,165000.0,15.3,101.0,12
Ahmedabad,42000,Diesel,Manual,First,5,360000.0,27.62,47.0,4
Delhi,86000,Diesel,Manual,First,7,1150000.0,11.5,171.0,8
Ahmedabad,42150,Diesel,Manual,First,5,360000.0,27.62,47.0,4
Pune,30158,Petrol,Manual,First,5,305000.0,21.1,55.2,4
Bangalore,47000,Diesel,Manual,Second,5,600000.0,23.5,90.0,8
Ahmedabad,39000,Petrol,Manual,First,5,375000.0,16.47,74.0,6
Coimbatore,32125,Petrol,Manual,First,5,617000.0,16.2,74.0,3
Coimbatore,58829,Diesel,Manual,First,5,905000.0,24.3,88.5,2
Coimbatore,67559,Petrol,Manual,First,5,405000.0,19.4,86.8,6
Pune,55000,Petrol,Manual,First,5,425000.0,17.5,85.8,6
Kolkata,30000,Petrol,Manual,First,5,375000.0,23.1,67.04,1
Mumbai,28000,Petrol,Automatic,First,5,1185000.0,13.0,121.3,3
Kochi,31826,Diesel,Manual,First,5,824000.0,22.7,89.84,3
Jaipur,100009,Petrol,Manual,Second,5,650000.0,13.1,141.1,11
Coimbatore,17201,Diesel,Automatic,First,7,5891000.0,12.51,187.7,0
Delhi,74345,Diesel,Manual,First,7,800000.0,15.1,140.0,5
Kochi,58134,Petrol,Manual,First,5,464000.0,16.47,74.0,4
Kochi,30566,Petrol,Automatic,First,5,332000.0,19.2,80.0,9
Chennai,55231,Petrol,Manual,Second,5,278000.0,20.36,78.9,7
Kochi,67774,Diesel,Automatic,First,5,894999.9999999999,14.81,163.7,3
Mumbai,50319,Petrol,Automatic,First,5,2195000.0,12.0,181.03,6
Ahmedabad,45000,Petrol,Manual,First,5,790000.0,11.7,134.0,6
Kolkata,43627,Petrol,Automatic,First,5,2900000.0,11.74,186.0,12
Kolkata,45000,Diesel,Manual,First,5,325000.0,22.07,73.9,6
Mumbai,10500,Petrol,Manual,First,5,590000.0,17.4,117.3,5
Coimbatore,21789,Diesel,Manual,First,5,988000.0,24.3,88.5,2
Coimbatore,21134,Petrol,Manual,First,5,877999.9999999999,18.6,81.86,0
Kolkata,90000,Diesel,Manual,Second,7,275000.0,13.93,138.1,8
Kochi,51553,Diesel,Manual,First,5,598000.0,21.64,84.8,5
Delhi,31000,Petrol,Automatic,First,5,3100000.0,10.9,215.0,8
Delhi,67422,Petrol,Manual,Second,5,355000.0,14.53,138.0,8
Kochi,60519,Diesel,Manual,First,5,624000.0,22.32,126.32,4
Kolkata,34000,Diesel,Manual,First,5,219000.0,19.3,73.9,10
Hyderabad,68434,Diesel,Manual,First,5,550000.0,28.4,73.75,6
Pune,17000,Petrol,Manual,First,5,210000.0,24.07,67.1,5
Coimbatore,43686,Petrol,Automatic,First,4,5066000.0,10.5,503.0,8
Kolkata,22000,Diesel,Automatic,First,5,1400000.0,14.84,170.0,7
Mumbai,79225,Diesel,Manual,First,5,550000.0,22.0,126.2,6
Pune,63000,Petrol,Manual,Third,5,120000.0,14.2,102.0,12
Hyderabad,61922,Petrol,Manual,First,5,530000.0,20.4,81.8,5
Chennai,85000,Diesel,Manual,First,5,630000.0,23.9,126.2,4
Kochi,26192,Diesel,Automatic,First,5,4047000.0,17.9,168.0,2
Delhi,65000,Diesel,Manual,First,7,1610000.0000000002,13.0,168.5,6
Delhi,44999,Diesel,Automatic,First,5,2500000.0,12.8,167.6,5
Mumbai,81308,Diesel,Automatic,Second,5,795000.0,13.2,170.0,11
Delhi,35000,Petrol,Manual,First,5,265000.0,24.7,47.3,3
Coimbatore,65349,Petrol,Manual,First,5,281000.0,20.92,67.1,7
Hyderabad,80000,Petrol,Automatic,First,5,1750000.0,15.64,167.62,7
Mumbai,61000,Petrol,Manual,First,5,330000.0,16.1,85.0,7
Kochi,31817,Petrol,Manual,First,5,534000.0,22.5,67.04,0
Hyderabad,41000,Diesel,Manual,First,5,850000.0,21.14,103.52,3
Kochi,82606,Petrol,Manual,Second,5,269000.0,16.0,90.0,9
Ahmedabad,52000,Diesel,Manual,First,7,1150000.0,16.0,140.0,4
Coimbatore,50318,Petrol,Manual,First,5,406000.0,18.5,85.8,8
Hyderabad,50000,Diesel,Automatic,First,5,4900000.0,17.9,201.15,3
Bangalore,72000,Diesel,Manual,First,5,460000.0,20.5,103.5,7
Delhi,63776,Diesel,Manual,First,5,396000.0,24.0,70.0,4
Mumbai,28133,Petrol,Manual,First,5,560000.0,18.6,81.86,4
Kolkata,45000,Diesel,Manual,First,5,375000.0,22.95,74.0,2
Jaipur,55697,Diesel,Manual,First,5,550000.0,22.54,88.73,4
Delhi,62000,Diesel,Manual,Second,5,300000.0,20.5,103.5,7
Mumbai,48000,Petrol,Manual,First,5,300000.0,16.0,90.0,8
Pune,90246,Petrol,Manual,First,5,295000.0,16.1,88.2,9
Hyderabad,80500,Diesel,Manual,First,5,245000.00000000003,25.0,69.0,4
Pune,119000,Diesel,Automatic,First,5,1399000.0,14.84,170.0,7
Bangalore,28541,Diesel,Automatic,First,5,6075000.0,11.57,254.79,3
Chennai,41000,Petrol,Manual,Second,5,450000.0,16.8,116.3,7
Mumbai,58000,Petrol,Manual,Second,5,250000.0,18.5,80.0,9
Chennai,99000,Diesel,Manual,First,7,2050000.0,13.0,168.5,4
Delhi,31200,Petrol,Manual,First,5,390000.0,18.9,82.0,5
Chennai,85000,Diesel,Manual,Second,5,350000.0,15.0,105.0,10
Hyderabad,60924,Petrol,Automatic,First,5,830000.0000000001,15.63,110.4,3
Chennai,45000,Petrol,Manual,First,5,250000.0,21.1,55.2,7
Kolkata,44000,Petrol,Automatic,First,5,265000.0,19.15,75.94,8
Kochi,30534,Petrol,Automatic,First,5,742000.0,19.0,88.7,3
Kochi,46399,Petrol,Manual,First,5,463000.0,16.47,74.0,3
Kolkata,42000,Petrol,Manual,First,5,109000.0,19.7,46.3,11
Delhi,67000,Diesel,Manual,First,5,380000.0,22.32,126.32,8
Mumbai,58000,Diesel,Automatic,First,5,1575000.0,10.0,170.0,6
Coimbatore,27000,Petrol,Manual,First,5,527000.0,17.57,88.7,4
Mumbai,39566,Petrol,Manual,Second,5,275000.0,18.4,86.8,7
Chennai,14980,Diesel,Manual,First,5,740000.0,27.3,98.6,3
Jaipur,18491,Petrol,Automatic,First,5,390000.0,24.07,67.1,2
Jaipur,90000,Petrol,Manual,Second,5,70000.0,17.3,60.0,19
Pune,118211,Diesel,Manual,First,5,590000.0,22.54,88.73,4
Coimbatore,63316,Diesel,Manual,First,5,958000.0,22.7,118.0,3
Delhi,42000,Diesel,Automatic,First,5,2495000.0,14.21,203.0,5
Kochi,25648,Petrol,Manual,First,7,429000.0,13.7,98.82,4
Delhi,67612,Diesel,Automatic,Second,5,1150000.0,14.21,203.0,8
Mumbai,33000,Diesel,Manual,First,7,965000.0,16.0,140.0,3
Mumbai,20000,Petrol,Manual,First,5,375000.0,20.36,78.9,4
Pune,143000,Petrol,Manual,Second,5,110000.0,14.2,82.9,12
Coimbatore,118218,Diesel,Automatic,First,7,3141000.0,12.07,241.4,5
Pune,99000,Diesel,Manual,Third,8,600000.0,12.05,120.0,7
Pune,22700,Petrol,Manual,First,5,555000.0,18.7,88.7,3
Jaipur,28000,Diesel,Manual,First,7,1091000.0,14.0,138.1,2
Kolkata,62000,Diesel,Manual,First,7,725000.0,15.1,140.0,5
Hyderabad,107023,Diesel,Manual,First,5,390000.0,22.07,73.9,7
Delhi,71082,Diesel,Manual,First,5,395000.0,19.3,73.9,7
Mumbai,60000,Diesel,Automatic,First,5,2200000.0,15.73,174.33,6
Delhi,21701,Petrol,Manual,First,5,338000.0,23.1,67.04,5
Mumbai,56000,Petrol,Manual,First,5,345000.0,16.8,116.3,8
Delhi,32450,Petrol,Manual,First,5,575000.0,18.6,81.83,3
Jaipur,12500,Petrol,Manual,First,5,275000.0,25.17,53.3,3
Kochi,20483,Diesel,Automatic,First,5,3030000.0,17.9,136.0,0
Hyderabad,45800,Diesel,Manual,First,5,750000.0,22.7,89.84,5
Coimbatore,35441,Petrol,Manual,First,5,687000.0,18.6,81.83,4
Bangalore,86398,Diesel,Manual,First,7,1520000.0,12.99,100.6,4
Chennai,150000,Diesel,Manual,First,5,350000.0,21.64,84.8,7
Hyderabad,89000,Diesel,Manual,First,5,585000.0,25.2,74.0,5
Hyderabad,68375,Petrol,Manual,First,5,250000.0,19.0,66.1,9
Pune,52000,Petrol,Manual,First,5,395000.0,18.6,85.8,6
Jaipur,39000,Diesel,Automatic,First,5,2700000.0,17.9,136.0,2
Bangalore,68000,Petrol,Manual,Second,7,675000.0,16.02,93.7,5
Jaipur,71000,Petrol,Manual,Second,5,150000.0,18.9,67.1,12
Hyderabad,72003,Diesel,Manual,First,5,390000.0,22.07,73.9,7
Hyderabad,135670,Diesel,Manual,First,5,655000.0,22.7,89.84,5
Kochi,65850,Diesel,Manual,First,5,944000.0,25.1,98.6,2
Coimbatore,53920,Petrol,Manual,First,5,1077000.0,14.28,138.03,4
Ahmedabad,58000,Diesel,Manual,First,7,750000.0,15.1,140.0,5
Kolkata,4000,Petrol,Manual,First,5,300000.0,24.7,47.3,3
Chennai,58000,Diesel,Automatic,First,5,1175000.0,18.59,265.0,9
Kochi,29832,Petrol,Manual,First,5,329000.0,21.1,55.2,3
Chennai,71156,Diesel,Manual,First,5,650000.0,26.59,74.0,3
Delhi,64687,CNG,Manual,First,5,380000.0,31.79,58.33,4
Hyderabad,54000,Diesel,Automatic,First,5,1800000.0,16.55,147.51,8
Bangalore,75000,Petrol,Automatic,Second,5,495000.0,13.7,157.75,10
Kochi,39208,Petrol,Manual,First,5,452000.0,17.57,88.7,4
Kolkata,41000,Diesel,Manual,First,7,800000.0,17.0,139.07,5
Coimbatore,38622,Petrol,Manual,First,5,626000.0,17.4,117.3,6
Chennai,18000,Petrol,Manual,First,5,750000.0,16.95,97.7,3
Mumbai,45000,Petrol,Automatic,First,5,335000.0,14.4,103.6,8
Mumbai,48656,Petrol,Automatic,First,5,550000.0,15.74,121.3,5
Bangalore,79000,Diesel,Automatic,First,5,525000.0,22.0,126.2,7
Bangalore,88000,Diesel,Automatic,First,5,1625000.0,16.55,140.0,7
Delhi,92000,Petrol,Manual,First,5,270000.0,15.5,103.3,10
Chennai,9000,Diesel,Automatic,First,7,3290000.0,12.62,158.0,0
Coimbatore,50121,Petrol,Manual,First,5,341000.0,20.4,83.11,11
Hyderabad,79000,Diesel,Manual,First,5,415000.00000000006,24.0,70.0,5
Hyderabad,46000,Diesel,Manual,Second,5,590000.0,20.14,88.8,5
Pune,100000,Petrol,Automatic,First,5,1150000.0,10.0,157.7,7
Kolkata,41000,Petrol,Manual,First,5,475000.0,18.6,81.83,4
Chennai,25000,Petrol,Automatic,First,5,350000.0,24.07,67.1,4
Pune,71899,Diesel,Manual,First,7,725000.0,20.77,88.76,5
Mumbai,7100,Petrol,Automatic,First,5,435000.0,23.1,67.04,3
Coimbatore,38171,Petrol,Automatic,Second,5,499000.0,22.5,67.0,1
Bangalore,70359,Diesel,Manual,First,8,765000.0,12.05,120.0,6
Chennai,200000,Diesel,Manual,First,7,900000.0,12.8,102.0,8
Chennai,26969,Diesel,Manual,First,5,690000.0,22.07,73.9,2
Chennai,56500,Diesel,Manual,First,5,290000.0,20.0,68.0,8
Kolkata,40000,Diesel,Manual,First,5,575000.0,20.45,83.8,5
Kolkata,41000,Diesel,Manual,First,7,800000.0,17.0,139.01,5
Kochi,53105,Petrol,Automatic,First,5,441000.0,22.5,67.0,2
